shot_id,shot_made_flag
1,0.31305531493876065
8,0.3233002870538244
17,0.6854974349604452
20,0.7761081649418372
33,0.29204464194790725
34,0.48246481762746435
35,0.45934272798841974
36,0.46150842726581287
37,0.6892919046765329
38,0.30793050326230176
45,0.3165535356768152
50,0.26034953465947186
55,0.3919709547712163
60,0.29349950369917416
66,0.28041209198783085
67,0.43548283186517434
71,0.45210683246926314
80,0.2284896399784442
85,0.25509464229461293
86,0.5625355245886469
95,0.5878994438046221
104,0.3739103945713154
113,0.40863646774231577
123,0.33892584113913565
126,0.8486745270170932
133,0.5847438810105415
141,0.2318395929553504
144,0.4118367507717689
150,0.7178553866147094
152,0.48929820709922545
153,0.7245508341184331
156,0.33600299357587865
159,0.9371945340296878
165,0.7300172538610786
172,0.5039215591731261
182,0.893458229731125
192,0.4225268801878068
193,0.6770801412481045
196,0.3640237767364887
202,0.41057535919779387
210,0.35259115927712414
211,0.47734643651972763
228,0.9187541093557753
257,0.4806565352837133
260,0.4214920777566946
264,0.443453895628033
267,0.6708134027302257
279,0.9092856921774417
282,0.4302851990311625
293,0.30970170064743663
299,0.8148072350892381
300,0.6703231674753031
301,0.7684238018010299
317,0.4082194816398921
327,0.32907689005946644
328,0.2564789716644871
335,0.32340312911603225
346,0.7857231432117949
348,0.25628395840798124
365,0.27991784983867546
390,0.6838004589504139
391,0.6665201569663882
392,0.661938301334423
397,0.35916756487041573
418,0.45727948806230917
428,0.3191607316781316
434,0.5429177885005785
439,0.5046030705457546
440,0.36339335396481826
456,0.4750183440004469
459,0.27447343747672764
472,0.5141312551998534
480,0.35362192698112566
491,0.28984026209085034
497,0.33890136026626455
509,0.41369210869474043
511,0.3976709692579162
523,0.25059932272232377
533,0.42989338598936666
544,0.4090153100321141
546,0.39690851292125656
555,0.7067284285681154
558,0.3052082279764738
560,0.2532312298032341
573,0.3917989389372219
591,0.47478639537392747
596,0.39934499478957347
597,0.32639340275743983
601,0.5594251048022594
605,0.46251296741961917
617,0.38199026462901736
628,0.37334636865980264
634,0.4470940321580307
646,0.27361117099289545
649,0.41826693255112823
651,0.7255210983561502
654,0.7704844314485694
656,0.4466796179318501
657,0.41101691035475685
669,0.37540380294948855
670,0.9041794058208406
693,0.7741107209532065
694,0.30758856060935613
699,0.47339657402145247
711,0.46175422331130095
718,0.32490943827420404
722,0.26706942955537566
723,0.3578530888575137
725,0.7497048030630536
734,0.3960510562332082
735,0.273079410740593
737,0.7630065640203058
746,0.20864961207916793
747,0.6914304421199362
766,0.35678488262493
767,0.3243130999872879
771,0.3404863456419407
773,0.29402580949126145
774,0.46436583230834877
783,0.3512639996338835
784,0.3646457864605289
789,0.26474133270009004
792,0.441118441106564
804,0.374131388322236
809,0.29507910621771716
812,0.37504522757161546
813,0.3550333690005803
817,0.4777362679841091
820,0.31255818054805895
825,0.4580054030637236
826,0.23469041388689107
829,0.3904628561488204
855,0.31587767292331775
859,0.6956601472507133
862,0.2818238445789651
870,0.3253774649681309
876,0.2915902687471727
880,0.45845632344326187
886,0.9149297246612401
889,0.8766464355847623
891,0.45619783478012255
897,0.9279294037989948
902,0.25583483589887096
903,0.3790117120488028
908,0.3521099408470135
909,0.4594213224313718
920,0.291750405441479
922,0.3014836474880859
924,0.6733475852049831
932,0.23819401253000838
934,0.3984762310249286
937,0.2592568875223312
941,0.3205615462345974
943,0.3653032923126209
950,0.4410480028482505
952,0.37874631821597554
954,0.9327294401792258
963,0.28089629882163747
975,0.400187482728716
979,0.29654728701882666
981,0.4140138769073228
983,0.23958282767391392
985,0.6213910195022947
989,0.5614640135235983
995,0.32913625816530645
998,0.38205416345221754
1008,0.28293990783874845
1019,0.7050427570270424
1023,0.478609451790177
1026,0.22448485215576902
1029,0.6271067153345464
1034,0.881285885201764
1036,0.7317831650277135
1038,0.40976982806132173
1039,0.615852011284753
1051,0.3746635008984409
1052,0.2600278941245462
1066,0.3532024582601247
1087,0.41046958912434756
1092,0.4092954872022078
1094,0.7920317411619849
1098,0.46836630335902973
1099,0.3300636207631064
1102,0.2993693643084915
1118,0.37495866177390413
1131,0.33120233430456353
1133,0.6787781241164624
1135,0.9147732720104907
1138,0.5685405546218251
1139,0.7238393250930149
1142,0.4368278382683263
1151,0.3032220920961517
1152,0.4295608003675525
1155,0.6851438283789721
1165,0.3189594243796224
1167,0.7866401557901097
1172,0.3644179746948525
1174,0.7288227223689827
1180,0.42075698449580723
1200,0.35896545612458314
1202,0.4410896519236223
1227,0.6176155113439914
1228,0.7205813501087002
1229,0.2558348251591836
1237,0.49410778107348613
1241,0.2935059303466612
1256,0.28753740040848785
1279,0.3354557064401541
1293,0.2372030659210188
1295,0.25920489280048753
1319,0.7215946028693101
1320,0.4285294073081696
1321,0.8098526651380752
1322,0.7595492570189674
1334,0.21023354916718445
1351,0.7777147849942351
1373,0.47867655893638034
1375,0.4179075969358807
1380,0.5908912450820037
1382,0.7107163106157273
1385,0.3588575650987526
1399,0.28499731729980055
1403,0.9051555009311487
1428,0.2383642015490313
1434,0.35535157799559947
1444,0.8970963771499197
1448,0.34964043343357004
1466,0.8698459527792567
1476,0.5149834986865317
1478,0.43873674774821864
1485,0.38200489842516017
1491,0.7211038733715366
1494,0.6214920178597074
1500,0.33274629055038785
1501,0.6346013902073074
1503,0.31224391282388936
1519,0.6547243652818319
1524,0.36114036561365953
1529,0.7986774019384072
1533,0.7251928838756746
1538,0.961472352005913
1539,0.2942315713136704
1546,0.49139328348004446
1555,0.30932424950912146
1559,0.3957960513951481
1563,0.7242980244759211
1565,0.7892523837701961
1574,0.26547618892205826
1591,0.2937355044898568
