shot_id,shot_made_flag
1,0.3642280678629242
8,0.34161850149626866
17,0.7566609357563036
20,0.7899328239546421
33,0.28809737137184965
34,0.41957489638168105
35,0.45469039214830775
36,0.4767826281254768
37,0.6234182288911349
38,0.33852030393719074
45,0.43078610015696206
50,0.31951677144793594
55,0.4159143165516885
60,0.37581411071083337
66,0.34903500100581053
67,0.406385478687836
71,0.38644947456296286
80,0.36093694863711845
85,0.3510919037743117
86,0.59811815009934155
95,0.6039150563389925
104,0.30772012275393995
113,0.34782552599274713
123,0.3585958843249594
126,0.7783398873180308
133,0.6489323013946802
141,0.27797451506557735
144,0.42056657891410004
150,0.7813763978883527
152,0.3980733854164108
153,0.7836963940755578
156,0.3733485385629301
159,0.9347011807308592
165,0.8164987655644689
172,0.41976459846412806
182,0.9552452677193071
192,0.44381762202481595
193,0.7305475970307083
196,0.3661461745290153
202,0.3913297716400103
210,0.33127911406258104
211,0.38717823733729273
228,0.9771520930100492
257,0.3747219168961235
260,0.35523790148897155
264,0.3984907772977941
267,0.6021301216241992
279,0.9465843490586189
282,0.35299920109989785
293,0.3474183880572303
299,0.7669905938148999
300,0.5933438047845011
301,0.7443287031195264
317,0.33026131712658857
327,0.31650473395107825
328,0.3521667413002288
335,0.3953960362635858
346,0.7403641823615086
348,0.32649635177689473
365,0.3009753577633267
390,0.7629480211984602
391,0.7249155805958613
392,0.7313586123730237
397,0.36007712681961435
418,0.382394953242946
428,0.3383158611497786
434,0.5663885650369583
439,0.44489906029690934
440,0.3704094594151943
456,0.42351773925920183
459,0.37557152953224376
472,0.4025908372669349
480,0.3449588736485377
491,0.3350631385849649
497,0.33029380499123917
509,0.3846705724026952
511,0.3747833700471193
523,0.2799160836856438
533,0.4200820431682418
544,0.38540830946226395
546,0.36814365785783476
555,0.7785444199499416
558,0.3705783346185273
560,0.3209499873626818
573,0.37493438919178845
591,0.3986991020854455
596,0.35920782775252474
597,0.3306075141650936
601,0.4430240301975188
605,0.37434950035089604
617,0.361221373294778
628,0.35799503562263063
634,0.3855259513082124
646,0.2989752447954399
649,0.3628073026161477
651,0.8011035449711286
654,0.7950631285226439
656,0.4206155023279321
657,0.3718877007081902
669,0.35217142124574596
670,0.9484432893641047
693,0.6367192569753262
694,0.3196964200552049
699,0.4237257953696862
711,0.4560975754251655
718,0.3665475992035614
722,0.3563802578810782
723,0.3765706696982975
725,0.6609173846204593
734,0.3836084496078234
735,0.3676915810132624
737,0.7659767305473124
746,0.3334737644850643
747,0.6881556551554311
766,0.42140830265591955
767,0.351122456381073
771,0.36108690134653765
773,0.3372407427521756
774,0.42020642640485306
783,0.3573948730841784
784,0.33058938632609863
789,0.3346553332080862
792,0.35865743975575315
804,0.3743886692218991
809,0.32696246774660853
812,0.3632922761605624
813,0.3331630325820595
817,0.4418732822778982
820,0.3671168389770553
825,0.3580633387875257
826,0.3287367040893615
829,0.40094245799077577
855,0.3216679644701548
859,0.7462881408049561
862,0.2975487359482535
870,0.3295108737957514
876,0.3717585849870881
880,0.3904523611728128
886,0.9626594736052888
889,0.7955870867782531
891,0.4794712069284285
897,0.9820782759934996
902,0.30187582640159594
903,0.3801328183108433
908,0.36226878336598933
909,0.38380645715592376
920,0.36074171358244594
922,0.32912872674673554
924,0.6765540745715765
932,0.32765140291466915
934,0.41501404370364736
937,0.31532966885069175
941,0.36681526709120343
943,0.35541438606863324
950,0.36602265061662326
952,0.413117804213341
954,0.954150190517773
963,0.3477298293693204
975,0.41512026229514026
979,0.37645657277865463
981,0.3671907939823175
983,0.3103043785153336
985,0.4576983377940244
989,0.4322321396257722
995,0.3350369211805019
998,0.39640966709732695
1008,0.34957140143735427
1019,0.741933827335646
1023,0.4044862329778555
1026,0.30007763465051074
1029,0.6440629937516041
1034,0.7759873935512729
1036,0.6037798216819918
1038,0.3560848840615116
1039,0.6065188633496899
1051,0.3716580475601969
1052,0.3150315256564846
1066,0.3710704503618214
1087,0.3814398673794133
1092,0.3772306344412118
1094,0.8511310440865015
1098,0.394687559386008
1099,0.36751135947012015
1102,0.3265591008920095
1118,0.3820330099714366
1131,0.4094616747545688
1133,0.7559468637180677
1135,0.9505898017049891
1138,0.4730863284272267
1139,0.797250085786281
1142,0.39176474054059385
1151,0.37480313674540044
1152,0.358145676108635
1155,0.7473684346238376
1165,0.37867305063289064
1167,0.9729918746872069
1172,0.3937073539951445
1174,0.7628662480881231
1180,0.272344429188684
1200,0.36237859017230045
1202,0.4016072818649729
1227,0.605758143728934
1228,0.6935569587907001
1229,0.30770310057905365
1237,0.4521252416147017
1241,0.29323890695649757
1256,0.3357659877175394
1279,0.36267992593164117
1293,0.3538006028399665
1295,0.318094191740132
1319,0.6871097445449755
1320,0.383285776740635
1321,0.7542488468371134
1322,0.5846917628549401
1334,0.2020632682811836
1351,0.7749862479986033
1373,0.35564329985709814
1375,0.3985020267139025
1380,0.4534135004211712
1382,0.7388179636823842
1385,0.2432804847997216
1399,0.31523019804076424
1403,0.9397082292834884
1428,0.2594110163189118
1434,0.3143789700995478
1444,0.9407281397412773
1448,0.36505279669310736
1466,0.80294247453334755
1476,0.4258651624062647
1478,0.4267806359288589
1485,0.3736061405381271
1491,0.7726900111145085
1494,0.6045294777505404
1500,0.3912685837868196
1501,0.45178081750622345
1503,0.30664105344081855
1519,0.6536769001219548
1524,0.38258569357482347
1529,0.7919963003301477
1533,0.7636874298902965
1538,0.9827669662950714
1539,0.3369839477782964
1546,0.43518997026436607
1555,0.3103835328898239
1559,0.3296592841268932
1563,0.6166416390126328
1565,0.7814130363182736
1574,0.3086599544003398
1591,0.2017043815569819
